Received Date,Employer Name,Employer City,Employer State,Employer Zip Code,Industry,Complaint Type,Minimum Wage,Tips,Prevailing Wage,Independent contractor misclassification,Retaliation,Overtime,Non-payment of wages,Vacation Pay,Meal Period,Child Labor,Unpaid commissions,Personnel records,Other,Domestic Worker Law Violation,Earned Sick Leave,Temp Workers' Right to Know,Minor Working Too Early or Too Late,Minor Working Too Many Hours,Minor Working Without a Permit,Minor Working in a Prohibited Occupation,Minor Serving Alcohol,Minor Unsupervised after 8pm,Number
3/26/2021,Mutual Knowledge                                                                                                                                      ,Cambridge                          ,MA   ,02140          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               ,Yes, , , ,Yes, ,Yes, , , , , , , , , , , , , , , ,1121001
3/26/2021,"Ners, LLC.                                                                                                                                            ",Worcester                          ,MA   ,01747          ,Construction                                                                                        , , , , , , ,Yes, , , , , , , , , , , , , , , , ,1120879
3/26/2021,New England Fire And Sprinkler Protection                                                                                                             ,Chelmsford                         ,MA   ,01824          ,Construction                                                                                        , , , , , , , , ,Yes, , , , , , ,Yes, , , , , , , ,1120895
3/26/2021,Ritesh Patel Tanvi Patel                                                                                                                              ,Framingham                         ,MA   ,01701          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               ,Yes, , , , , ,Yes, , , , , , , ,Yes,Yes, , , , , , ,1120883
3/26/2021,"SmashIt2, LLC                                                                                                                                         ",Worcester                          ,MA   ,01603          ,Entertainment/Gaming                                                                                ,Child Labor / Youth Employment                    , , , , , , , , , ,Yes, , , , , , ,Yes,Yes, ,Yes, , ,1120891
3/26/2021,Sterling National Country Club                                                                                                                        ,Sterling                           ,MA   ,01564          ,Restaurant/Hotel                                                                                    ,Prevailing Wage                                   , , ,Yes, ,Yes, , , ,Yes, , , , , , , , , , , , , ,1121015
3/26/2021,Walmart                                                                                                                                               ,Wareham                            ,MA   ,02571          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120924
3/26/2021,Walmart                                                                                                                                               ,Wareham                            ,MA   ,02571          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1121010
3/26/2021,Xtreme Detailing                                                                                                                                      ,Stoughton                          ,MA   ,02072          ,Auto Mechanic                                                                                       , , , , , , , , , , , , , , , , , , , , , , , ,1120866
3/25/2021,1st Armor Protection Services                                                                                                                         ,Boston                             ,MA   ,02122          ,Security                                                                                            ,Non-Payment of Wage                               , , , , , ,Yes,Yes, , , , , , , , , , , , , , , ,1120835
3/25/2021,"ABM Industry Group, LLC                                                                                                                               ",New York                           ,NY   ,10006          ,Services                                                                                            ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120751
3/25/2021,Andromeda S.n.c                                                                                                                                       ,Milano                             , ,00000          ,Real Estate/Property Management                                                                     , , , , , , , , , , , , , ,Yes, , , , , , , , , ,1120786
3/25/2021,Autism Behavior Links                                                                                                                                 ,Worcester                          ,MA   ,01604          ,Child Care/Education                                                                                ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120778
3/25/2021,Autism Behavioral Links                                                                                                                               ,Worcester                          ,MA   ,01604          ,Child Care/Education                                                                                ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120781
3/25/2021,Banfield Pet Hospital                                                                                                                                 ,Westwood                           ,MA   ,02090          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , ,Yes, , , , , , , ,1120750
3/25/2021,Barton & Associates                                                                                                                                   ,Peabody                            ,MA   ,01960          ,Staffing/Temp Agency                                                                                ,Non-Payment of Wage                               , , , , ,Yes, ,Yes, , , , , , , , , , , , , , , ,1120735
3/25/2021,"BSS POST Limited Liability Company (Best Shopping Solution, LLC. Legal Name                                                                           ",Washington D.C.                    , ,20011          ,Transportation/Delivery                                                                             , , , , , , ,Yes, , , , ,Yes, ,Yes, , , , , , , , , ,1120747
3/25/2021,BSS Unit Inc.                                                                                                                                         ,Washington DC                      ,MA   ,20006          ,Transportation/Delivery                                                                             ,Non-Payment of Wage                               , , , , ,Yes, ,Yes,Yes,Yes, , , , , , , , , , , , , ,1120758
3/25/2021,Chaps                                                                                                                                                 ,Boston                             ,MA   ,02124          ,Cleaning/Janitorial                                                                                 , , , , , ,Yes, , , , , , , , , , , , , , , , , ,1120831
3/25/2021,"D. W. Clark, Inc.                                                                                                                                     ",Taunton                            ,MA   ,02780          ,Manufacturing/Food Processing                                                                       ,Non-Payment of Wage                               , , , , , ,Yes,Yes, , , , , , , , , , , , , , , ,1120737
3/25/2021,eClinicalWorks                                                                                                                                        ,Westborough                        ,MA   ,01581          ,Technology/Biotech                                                                                  , , , , , , ,Yes, , , , , , , , , , , , , , , , ,1120791
3/25/2021,"Global Ventures Group, Inc. d/b/a Lux Auto Plus                                                                                                       ",Auburn                             ,MA   ,01501          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , ,Yes,Yes, , , , , , , , , , , , , , , ,1120806
3/25/2021,Harvard Kennedy School at Harvard University                                                                                                          ,Cambridge                          ,MA   ,02138          ,Child Care/Education                                                                                ,Non-Payment of Wage                               , , , , ,Yes,Yes,Yes, , , , , , , , , , , , , , , ,1120759
3/25/2021,Massachusetts Department of Corrections                                                                                                               ,Concord                            ,MA   ,01742          ,Government Agency                                                                                   ,Non-Payment of Wage                               , , , , ,Yes,Yes,Yes,Yes, , , ,Yes, , ,Yes, , , , , , , ,1120753
3/25/2021,MPEG Communications Corp.                                                                                                                             ,Hallandale Beach                   ,FL   ,33009          ,Technology/Biotech                                                                                  ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120804
3/25/2021,National Floors Direct                                                                                                                                ,Astoria                            ,NY   ,11105          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , ,Yes, , , , , , , , , , , ,1120834
3/25/2021,Newton Wellesley Hospital                                                                                                                             ,Newton                             ,MA   ,02462          ,Hospitals/Nursing Home/Healthcare                                                                   , , , , , , , , ,Yes, , , , , , , , , , , , , , ,1120782
3/25/2021,Norel Service Co Inc.                                                                                                                                 ,Waltham                            ,MA   ,02451          ,Construction                                                                                        ,Prevailing Wage                                   , , ,Yes, , , , , , , , , , , , , , , , , , , ,1120745
3/25/2021,"Pediatric Dental Center of Mansfield, PC                                                                                                              ",Mansfield                          ,MA   ,02048          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes,Yes, , , , , , , , , , , , , , ,1120756
3/25/2021,Spindrift Beverage Co. Inc.                                                                                                                           ,Newton                             ,MA   ,02458          ,Manufacturing/Food Processing                                                                       , , , , , , , , , , , ,Yes, , , , , , , , , , , ,1120730
3/25/2021,Stavros FI (in care of Adelina Nunez)                                                                                                                 ,Amherst                            ,MA   ,01002          ,PCA/Home Healthcare                                                                                 ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120785
3/25/2021,"SUEZ  Water Environmental Services, Inc.                                                                                                              ",Paramus                            ,NJ   ,07652          ,Services                                                                                            ,Prevailing Wage                                   , , ,Yes, , , , , , , , , , , , , , , , , , , ,1120720
3/25/2021,Valentine & Kebartas                                                                                                                                  ,Lawrence                           ,MA   ,01835          ,Services                                                                                            ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120755
3/25/2021,Waxy O'Connor's                                                                                                                                       ,Lexington                          ,MA   ,02421          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120733
3/25/2021,"Whistle Stop Bar and Grill, Chris Moussa owner                                                                                                        ",Oxford                             ,MA   ,01540          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120798
3/25/2021,Zara USA Inc.                                                                                                                                         ,New York City                      ,NY   ,10110          ,Retail/Sales                                                                                        , , , , , , , , , , , , , , , , , , , , , , , ,1120795
3/24/2021,Air Systems Technologies                                                                                                                              ,Avon                               ,MA   ,02322          ,Construction                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120579
3/24/2021,Andy Frain Services                                                                                                                                   ,Worcester                          ,MA   ,01605          ,Security                                                                                            , , , , , ,Yes, , , , , , , , , , , , , , , , , ,1120561
3/24/2021,Bristol County Agricultural High School                                                                                                               ,Dighton                            ,MA   ,02715          ,Child Care/Education                                                                                ,Non-Payment of Wage                               , , , , , , ,Yes, , ,Yes, , ,Yes, , , ,Yes, ,Yes, , , ,1120589
3/24/2021,Cityside Power Services                                                                                                                               ,Holyoke                            ,MA   ,01040          ,Construction                                                                                        , , , , , , , , , , , , , ,Yes, , , , , , , , , ,1120596
3/24/2021,"Dolinsky Law Group f/k/a Bernheim Dolinsky Kelley, LLP                                                                                                ",Fort Lauderdale                    ,FL   ,33316          ,Legal                                                                                               , , , , , , , , ,Yes, , , , , , , , , , , , , , ,1120660
3/24/2021,Jaffarians Service Inc.                                                                                                                               ,Haverhill                          ,MA   ,01832          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , ,Yes, , , , , , , , , , , ,1120571
3/24/2021,Lowell Community Health Center                                                                                                                        ,Lowell                             ,MA   ,01852          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120586
3/24/2021,"Ophthalmic Instrument Company, Inc.                                                                                                                   ",Avon                               ,MA   ,02322          ,Manufacturing/Food Processing                                                                       ,Non-Payment of Wage                               , , , , ,Yes, ,Yes, , , ,Yes, , , , , , , , , , , ,1120658
3/24/2021,Paisanos Pizza (Tommy Rizkala)                                                                                                                        ,Lorton                             ,VA   ,22079          ,Restaurant/Hotel                                                                                    , , , , , , , , , , , , , , , , , , , , , , , ,1120598
3/24/2021,People Ready                                                                                                                                          ,Worcester                          ,MA   ,01605          ,Staffing/Temp Agency                                                                                ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120645
3/24/2021,SW Barretts Inc. / North East Pizza                                                                                                                   ,Leicester                          ,MA   ,01524          ,Restaurant/Hotel                                                                                    ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120563
3/24/2021,The Stables Restaurant                                                                                                                                ,Hadley                             ,MA   ,01035          ,Restaurant/Hotel                                                                                    , , , , , , , , , , , , , , , , , , , , , , , ,1120662
3/24/2021,"Titan Transportation Services, LLC                                                                                                                    ",Simpsonville                       ,KY   ,40067          ,Services                                                                                            ,Non-Payment of Wage                               , , , , , ,Yes,Yes,Yes, , , , ,Yes, , , , , , , , , ,1120559
3/24/2021,"UTS of Mass, Inc.                                                                                                                                     ",Stoneham                           ,MA   ,02180          ,Services                                                                                            ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , ,Yes, , , , , , , , , ,1120674
3/23/2021,"American Knight Transportation, Inc                                                                                                                   ",Greenfield                         ,MA   ,01301          ,Transportation/Delivery                                                                             ,Non-Payment of Wage                               ,Yes, , , , ,Yes,Yes, , , , , , , , , , , , , , , ,1120467
3/23/2021,Aveanna Healthcare                                                                                                                                    ,Brockton                           ,MA   ,02301          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120455
3/23/2021,"Cappo Management XLVII, LLC                                                                                                                           ",Weymouth                           ,MA   ,02188          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , ,Yes,Yes, , , , , , , , , , , , , , , ,1120445
3/23/2021,"Captain Marden’s Seafood, Inc.                                                                                                                        ",Wellesley                          ,MA   ,02482          ,Restaurant/Hotel                                                                                    , , , , , ,Yes, , , , , , , , , ,Yes, , , , , , , ,1120481
3/23/2021,Charlestown Marina/Ocean Havens                                                                                                                       ,Charlestown                        ,MA   ,02129          ,Services                                                                                            , , , , , ,Yes, , , , , , , , , , , , , , , , , ,1120463
3/23/2021,Comeau Management Services LLC                                                                                                                        ,Danvers                            ,MA   ,01923          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120494
3/23/2021,FastCAP Systems Corporation                                                                                                                           ,Boston                             ,MA   ,02110          ,Technology/Biotech                                                                                  ,Non-Payment of Wage                               ,Yes, , , , ,Yes,Yes, , , , , , , , , , , , , , , ,1120448
3/23/2021,Five Below Inc.                                                                                                                                       ,Philadelphia                       ,PA   ,19106          ,Retail/Sales                                                                                        , , , , , , , , ,Yes, , , , , , , , , , , , , , ,1120453
3/23/2021,Hill View Montessori Charter Public School                                                                                                            ,Haverhill                          ,MA   ,01830          ,Child Care/Education                                                                                , , , , , , , , , ,Yes, , , , , , , , , , , , , ,1120447
3/23/2021,Independent Pet Partners/Loyal Companion                                                                                                              ,Canton                             ,MA   ,02021          ,Retail/Sales                                                                                        , , , , , , , , ,Yes,Yes, , , ,Yes, ,Yes, , , , , , , ,1120479
3/23/2021,Little Delights Bakery                                                                                                                                ,Lowell                             ,MA   ,01852          ,Restaurant/Hotel                                                                                    , , , , , , ,Yes, , ,Yes, , , ,Yes, ,Yes, , , , , , , ,1120477
3/23/2021,Marty's Inc.                                                                                                                                          ,Kingston                           ,MA   ,02364          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , ,Yes,Yes, , , , , , , , , , , , , , , ,1120443
3/23/2021,Maximum Quality Fence                                                                                                                                 ,Saugus                             ,MA   ,01906          ,Construction                                                                                        , , , , , , , , , , , , , , , , , , , , , , , ,1120464
3/23/2021,MBTA                                                                                                                                                  ,Boston                             ,MA   ,02101          ,Government Agency                                                                                   , , , , , , , , , , , , , , , , , , , , , , , ,1120474
3/23/2021,"Merchant Resource Group, Inc.                                                                                                                         ",Burlington                         ,MA   ,01803          ,Services                                                                                            ,Non-Payment of Wage                               ,Yes, , ,Yes, ,Yes,Yes,Yes, , ,Yes, , , , , , , , , , , ,1120456
3/23/2021,Randstad                                                                                                                                              ,Boston                             ,MA   ,02110          ,Staffing/Temp Agency                                                                                , , , , , ,Yes, , , , , , , , , , , , , , , , , ,1120462
3/23/2021,Square Communications Inc.                                                                                                                            ,Boxford                            ,MA   ,01983          ,Services                                                                                            ,Non-Payment of Wage                               , , , , , , ,Yes,Yes, , , , , , , , , , , , , , ,1120461
3/23/2021,Sterling Nursery School                                                                                                                               ,Sterling                           ,MA   ,01564          ,Child Care/Education                                                                                , , , , , , , , ,Yes, , , , , , , , , , , , , , ,1120457
3/23/2021,Sterling Nursery School                                                                                                                               ,Sterling                           ,MA   ,01564          ,Child Care/Education                                                                                , , , , , , , , ,Yes, , , , , , , , , , , , , , ,1120460
3/23/2021,Suez North America                                                                                                                                    ,Agawam                             ,MA   ,01001          ,Services                                                                                            ,Prevailing Wage                                   , , ,Yes, , , , , , , , , , , , , , , , , , , ,1120446
3/23/2021,The Academy of Notre Dame                                                                                                                             ,Tyngsboro                          ,MA   ,01879          ,Child Care/Education                                                                                ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , ,Yes, , , , , , , ,1120444
3/23/2021,Thompson Waterproofing                                                                                                                                ,Quincy                             ,MA   ,02169          ,Construction                                                                                        ,Prevailing Wage                                   , , ,Yes, , , , , , , , , , , , , , , , , , , ,1120500
3/22/2021,Angie Ann’s                                                                                                                                           ,Leominster                         ,MA   ,01453          ,Restaurant/Hotel                                                                                    ,Child Labor / Youth Employment                    , , , , , , , , , ,Yes, , , , , , , ,Yes,Yes, , ,Yes,1120355
3/22/2021,Apex Delivery Logistics Inc.                                                                                                                          ,Worcester                          ,MA   ,01609          ,Transportation/Delivery                                                                             ,Non-Payment of Wage                               , , , , , , ,Yes,Yes, , , , , , , , , , , , , , ,1120339
3/22/2021,Cape Cod Biofuels                                                                                                                                     ,Sandwich                           ,MA   ,02537          ,Services                                                                                            ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120300
3/22/2021,CHAPS Services                                                                                                                                        ,Dorchester                         ,MA   ,02124          ,Cleaning/Janitorial                                                                                 ,Non-Payment of Wage                               , , , , , , ,Yes,Yes,Yes, , , , , ,Yes, , , , , , , ,1120334
3/22/2021,"City of Medford, Medford Public Schools                                                                                                               ",Medford                            ,MA   ,02155          ,Government Agency                                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120350
3/22/2021,DFML                                                                                                                                                  , ,MA   , ,Government Agency                                                                                   , , , , , , , , , , , , , , , , , , , , , , , ,1120305
3/22/2021,FoMu                                                                                                                                                  ,Allston                            ,MA   ,02134          ,Restaurant/Hotel                                                                                    ,Prevailing Wage                                   , , ,Yes, ,Yes, , , ,Yes, , , , , , , , , , , , , ,1120341
3/22/2021,Ivy Lawson                                                                                                                                            ,Boston                             ,MA   ,02113          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120311
3/22/2021,Kate Burton                                                                                                                                           ,Boston                             ,MA   ,02118          ,PCA/Home Healthcare                                                                                 ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120283
3/22/2021,LM Bakery                                                                                                                                             ,Haverhill                          ,MA   ,01830          ,Manufacturing/Food Processing                                                                       ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120351
3/22/2021,M&M Transportation Service                                                                                                                            ,West Bridgewater                   ,MA   ,02379          ,Transportation/Delivery                                                                             ,Non-Payment of Wage                               , , , , , ,Yes,Yes, ,Yes, , ,Yes, , , , , , , , , , ,1120361
3/22/2021,Marshals                                                                                                                                              ,Haverhill                          ,MA   ,01832          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120336
3/22/2021,Recovery Centers of America                                                                                                                           ,Danvers                            ,MA   ,01923          ,Hospitals/Nursing Home/Healthcare                                                                   , , , , , , , , ,Yes, , , , , , , , , , , , , , ,1120332
3/22/2021,Securemedy Inc                                                                                                                                        ,Fort Washington                    ,MD   ,20744          ,Security                                                                                            ,Non-Payment of Wage                               , , , , , , ,Yes,Yes, , , , , , , , , , , , , , ,1120297
3/22/2021,St Monica School                                                                                                                                      ,Methuen                            ,MA   ,01844          ,Child Care/Education                                                                                , , , , , , , , , ,Yes, , , , , , , , , , , , , ,1120308
3/22/2021,"Tempus Unlimited, Fiscal Intermediary for MassHealth Consumer Directed Care Program                                                                   ",Stoughton                          ,MA   ,02072          ,Hospitals/Nursing Home/Healthcare                                                                   , , , , , , , , ,Yes, , , , , , , , , , , , , , ,1120364
3/19/2021,Allied Universal Security Services                                                                                                                    ,Worcester                          ,MA   ,01749          ,Security                                                                                            , , , , , , , , ,Yes, , , , , , , , , , , , , , ,1120190
3/19/2021,Alternative Therapies Group                                                                                                                           ,Amesbury                           ,MA   ,01915          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120122
3/19/2021,Applebees                                                                                                                                             ,Springfield                        ,MA   ,01095          ,Restaurant/Hotel                                                                                    ,Child Labor / Youth Employment                    , , , , , , , , ,Yes,Yes, , , , , , ,Yes, , , , , ,1120127
3/19/2021,Asbestos Identification Lab                                                                                                                           ,Woburn                             ,MA   ,01801          ,Technology/Biotech                                                                                  , , , , , , , , , , , , , ,Yes, , , , , , , , , ,1120144
3/19/2021,Elman LNU                                                                                                                                             ,Chelsea                            ,MA   ,02150          ,Construction                                                                                        , , , , , , , , , , , , , , , , , , , , , , , ,1120107
3/19/2021,FCP Live-In                                                                                                                                           ,Boston                             ,MA   ,02116          ,PCA/Home Healthcare                                                                                 , ,Yes, , , , , , , , , , , , , , , , , , , , , ,1120169
3/19/2021,Friendly's Restaurant                                                                                                                                 ,North Dartmouth                    ,MA   ,02747          ,Restaurant/Hotel                                                                                    ,Child Labor / Youth Employment                    , , , , , , , , ,Yes,Yes, , ,Yes, , , ,Yes,Yes, , , , ,1120137
3/19/2021,Greater Boston Patient Care                                                                                                                           ,Brighton                           ,MA   ,02135          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , ,Yes, ,Yes, , , , , , , ,Yes, , , , , , , ,1120188
3/19/2021,ICC Trucking LLC                                                                                                                                      ,Pittsfield                         ,MA   ,01201          ,Transportation/Delivery                                                                             ,Non-Payment of Wage                               , , , , ,Yes, ,Yes, , , ,Yes, ,Yes, , , , , , , , , ,1120120
3/19/2021,"Juan J. Garcia, d/b/a Next Level Logistics and Next Level Logistics LLC                                                                               ",Hamilton                           ,MA   ,01982          ,Transportation/Delivery                                                                             ,Non-Payment of Wage                               , , , , , ,Yes,Yes,Yes, , , , , , , , , , , , , , ,1120135
3/19/2021,Land Air Express                                                                                                                                      ,Springfield                        ,MA   ,01104          ,Transportation/Delivery                                                                             , , , , , , , , , ,Yes, , , ,Yes, , , , , , , , , ,1120159
3/19/2021,"Leidos Engineering, LLC                                                                                                                               ",Framingham                         ,MA   ,01752          ,Services                                                                                            ,Non-Payment of Wage                               , , , , , , ,Yes,Yes, , , , , , , , , , , , , , ,1120149
3/19/2021,M&M Transportation Service                                                                                                                            ,West Bridgewater                   ,MA   ,02379          ,Transportation/Delivery                                                                             , , , , , , , , , , , , ,Yes, , , , , , , , , , ,1120126
3/19/2021,"Native Voice, Inc.                                                                                                                                    ",Boston                             ,MA   ,02116          ,Technology/Biotech                                                                                  ,Non-Payment of Wage                               , , , ,Yes,Yes, ,Yes, , , , , , , ,Yes, , , , , , , ,1120117
3/19/2021,Neurosport                                                                                                                                            ,Norwell                            ,MA   ,02061          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120116
3/19/2021,"Northeast Industries Inc DBA Aqualite US, LLC                                                                                                         ",Tyngsboro                          ,MA   ,01879          ,Retail/Sales                                                                                        , , , , , ,Yes, , , , , , , , , , , , , , , , , ,1120124
3/19/2021,NRG                                                                                                                                                   ,Atlanta                            ,GA   ,30342          ,Services                                                                                            ,Non-Payment of Wage                               , , , , , , ,Yes, , , ,Yes, , , , , , , , , , , ,1120189
3/19/2021,O'Lolingsigh Corp d/b/a Boston Closet Co.                                                                                                             ,Somerville                         ,MA   ,02144          ,Construction                                                                                        ,Non-Payment of Wage                               , , , , , ,Yes,Yes, , , ,Yes, , , , , , , , , , , ,1120119
3/19/2021,"Piercy Law, P.C.                                                                                                                                      ",Merrimac                           ,MA   ,01860          ,Legal                                                                                               , , , , , , , , , , , , , , , , , , , , , , , ,1120123
3/19/2021,"Rite Aid of Massachusetts, Inc. / Rite Aid Headquarters, Corp                                                                                         ",New Bedford                        ,MA   ,02740          ,Retail/Sales                                                                                        ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120114
3/19/2021,"Smiley Dental, LLC                                                                                                                                    ",Fairhaven                          ,MA   ,02719          ,Hospitals/Nursing Home/Healthcare                                                                   ,Non-Payment of Wage                               , , , , , , ,Yes, , , , , , , , , , , , , , , ,1120153
3/19/2021,"Starry, Inc.                                                                                                                                          ",Boston                             ,MA   ,02111          ,Technology/Biotech                                                                                  ,Non-Payment of Wage                               , , , , , ,Yes,Yes, , , , , , , , , , , , , , , ,1120112
